title,price,item_url,source_list_url
"2020 Apple M1 MacBook Air 13.3"" 8GB/256GB - (Space Gray) A2337 w/Year Warranty",$343.34,https://www.ebay.com/p/9055828714?iid=145639218896,https://www.ebay.com/b/Laptops-Netbooks/175672
"Apple Macbook Air 13"" Laptop - i5 8GB RAM 256GB SSD - OS Big Sur - Warranty",$129.00 to $169.00,https://www.ebay.com/itm/226752686660?itmmeta=01KZTGPFJVB4XBNN7540V7B63D&hash=item34cb836a44:g:oq8AAeSwxE5pK34t&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Luo2yD1BBXRmkRrLcdFT%2FrfjZ1XyiE6z6EMWiMsfGc2lyTH4czsnGGJ3llhTkD91bv0WsrtYEpeS2fny%2BbHqzAdF5nWWj2xeRum0tJK4wRq1BMqJvZ7zrJ2o6DT7vy7D9TfP5qn%2FcITHBsx9DuOcK6U47STyaU9CkFINE7FofblcRRh%2F1W2UtBHul641ph7bJOX0RhGklJ%2FKj3Es1va4YU6z3PfR0pkjNSXNfsHyRWC4p288poSjbUA3Ul199JnMBEnKdFLQQWzVQP0AHOX5tlmX%7Ctkp%3ABk9SR8r52dD-Zw&var=525914977061,https://www.ebay.com/b/Laptops-Netbooks/175672
"2020 Apple MacBook Air 13"" i3 1.1GHz 8GB 128GB (Space Gray) A2179 w/Warranty",$235.12,https://www.ebay.com/p/10052496987?iid=145583802577,https://www.ebay.com/b/Laptops-Netbooks/175672
HP EliteBook 840 G7 i5-10310U 16GB RAM 256GB SSD Windows 11 Pro,$219.99,https://www.ebay.com/itm/366588895142?itmmeta=01KZTGPFJWFRGTRS972H6F4BWN&hash=item555a669fa6:g:sjQAAeSwqWhqOZmf&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4Luog6DJc6RJMNpLRi7tAhOnwJ1CKNouKZ4Qie54Ah69j3XQU23gxBLVdBfi0FkJbDG%2FzDuZ6FaXbECFfBLzNBPyQ2GjIHqXv%2F1JSDf2%2BEUxODmeGr8A2x0htkTRvyREBIAytF1z6n9mpxsQafdzfUkKPV8n146XA8q8EHScoa0R0t0q9G05RVM%2FPKgzHCbxa1lFnSZdrk7edacnEimDulXa3xrd3PtIIAMtOxu3Z9keITw%3D%3D%7Ctkp%3ABk9SR8r52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"ASUS - Vivobook 15 15.6"" FHD Laptop - Intel Core 3 100U (2024) - 8GB Memory -...",$299.99,https://www.ebay.com/itm/198395535349?itmmeta=01KZTGPFJW2K5RPCJ39R7Q62NS&hash=item2e314b9ff5:g:NPUAAeSwkNxqeyMT&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LuqWt6Jmm%2FC4yaQbSaDEI3%2FdyV%2FKR1rE0%2F4%2Frr2DfwQbAMhizExET3jKrV6Zm4PoCRtPMYs1xNJDgIZ09ZnAF4CJF6SK8hDxsQLO9tcMDYT7O0KRdXapx9SuI36oFAPzgwNo2IxIo9H%2BVEDTc7o8KwWq9Gx6KrOlgDAzrHosDCpyTC1QQVfcTRfYQm6EJAQL0FMYDKDJoG7sDgP%2BS8i6Rb3BHfFXBJP4LPOI%2BrII6Xzm2g%3D%3D%7Ctkp%3ABk9SR8r52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"2026 NEW SGIN FHD Laptop WIFI6 Intel N5100 16GB+1TB 2.8GHz Win11 PRO, Office 365",$179.99 to $329.99,https://www.ebay.com/itm/318407425267?itmmeta=01KZTGPFJWCJVCXP1W6D9VD7ZN&hash=item4a228fbcf3:g:yKwAAeSw47pqIR-4&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Luo1YiGUrlgjjBbbE0hKE%2FRDxl9Ddb%2BjVRbZHT%2F0KxmzwUKWjJ49pk4Fe8BVQ4Gatn0BpLXNe8E0mQ4jhcooUK1ziHerLW3bgeAzPi2SMcGepxo5jUwhLZqC99ahOgVUkqeHvsfRBbQm5JWjnAkT1iqpLbvy4h%2BRSZn6NokarB1qL8R8vW28J0wdwy4hb%2FXOzHCnDeJdrlJQUz4WjLpuoxhlNBF1qQdWsRejK7uoiVktq1zHlQGv5zIe7lNYsPXkd5ewtdP6K0HikPhPfeMVUk6x%7Ctkp%3ABFBMzPnZ0P5n&var=616864939725,https://www.ebay.com/b/Laptops-Netbooks/175672
"New ListingStow Slim for Macbook Pro 13” , Macbook Air 13” – Premium Macbook",$125.95,https://www.ebay.com/itm/307122038981?itmmeta=01KZTGPFJWNFAV93X1FWH6ZHK6&hash=item4781e668c5:g:IfIAAeSw2RBqfCaj&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuqgHn9nBl5Bbw%2BxwTqMLPG9KGy18cq5CguL9kFjwC7aqN2biInhwCGF5hIFQIWsmP0fUtl1zVg1BZkknf0j1iXmGO1WkYwcCV0bg%2Brn2HbfQlq2RmFMIH8wMs5nQbsVIl47NLysN8TaaLCPnLLAuy2mBT6El902zCMOF0FnMPRFHuIuP4jTpGBtSOnR%2FlSqgO7uxD%2FANNpm59ecjt27UETlEXKS4vtD6ed0p0%2BiR%2BgrpPIAcR8ZpRg1HP20IOtzVCOQD6i0P6Z8RQuzrHOnvBPr%7Ctkp%3ABFBMzPnZ0P5n,https://www.ebay.com/b/Laptops-Netbooks/175672
"Dell Latitude Touch Laptop 11.6"" Pentium Silver 8GB RAM 128GB SSD Win 11 Pro",$149.07,https://www.ebay.com/itm/254078693996?itmmeta=01KZTGPFJWARP4V33GNWQSBX28&hash=item3b2845326c:g:sfoAAeSwg5NqMA2w&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Luo06SRsEmNFpFUdSDhJOi7SzBNqPuFNVec6VnYOkX5S43%2Bo9kRzZZkpP6F4wzXQypoFzTaESlrGXSv7modEKDqzAmsOIYoHduub79HnRrWhw8OfpV23Dk3LY%2BIYgXSqFxilbEmSxShtuxxXhkmnKHe2dB1w2hffjpY4zigCHx4dA8jTiMuA3bPEzT7B7GD%2B3YCXg8WrdOVVSNg7buB0EygDjVKMgvUe4p1TzPPSM7mg4r%2Fq5B5iY7FwW9WovRh0ltZJYjF2Ckv1RqyNp37CLGA3%7Ctkp%3ABFBMzPnZ0P5n,https://www.ebay.com/b/Laptops-Netbooks/175672
"ASUS - Zenbook A14 14"" 2K OLED Laptop - Snapdragon X Plus 2025 - 16GB Memory ...",$699.99,https://www.ebay.com/itm/197449081378?itmmeta=01KZTGPFJW4DSAH4MM94WH9R1V&hash=item2df8e1e222:g:UBoAAeSwpAlqe0Ww&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuqsXESe%2FonlRwIMEM%2FAbgsusvcBykDBrdrtPRHR9ms1rFQAGoiN%2FR6Nxcs%2FFhxG6CUbp7UiC8ipGwOdLIR1E0oh92vPCo3BfigAxjjSHV5jheF9uTEJPQB%2BLlQsi1GRmcyRFiP2K5Uzof%2F83ly9yHTxEHjYUoHNFlcsjVc9Mhub6msrDPKQ3hU0QmWjfscDcwnRprCO%2Bnqo39UqI55mx8RMA9Gn1dtV%2FM3Rqyn75%2FmtIbkFttZfEUomkfeP8mFmKgEeZLmkgGbCB4LtU4M6omMp%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
Lenovo ThinkPad T14s Gen 3 AMD Ryzen 5 Pro 6650U - 16GB 256GB - Good Refurbished,$375.99,https://www.ebay.com/itm/227252931632?itmmeta=01KZTGPFJW6BS1DK0SJ1TF5PDR&hash=item34e9548c30:g:NM4AAeSwOn9psu6L&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LurTR%2FWCieMsgyXjQHVB6myjhQq1fwNKgsiSNQnFBIJwZyRRqt1zdUqSppAHLiUaUAyU02IvpTGGoXo75jmrRuoGnsWXRw9xj%2FQFOggfov0Fu6cqUDTzxDQonN1%2FBLH25EUV544tUaO%2FOx6Zz9ChP0U2WoL4ckOpC45jD8QuWXjMDSNI7xb1CzIpQkc7NnMioDtnZ3wSX7vAjxqwC1KAEKWBTqGuFQLrtl4QUTvaIS5ajw%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"CHUWI Hi10 XR 10.1"" Intel Celeron N4120 128GB SSD 6GB Ram Win 10 Tablet Laptop",$48.99,https://www.ebay.com/itm/358891716732?itmmeta=01KZTGPFJWVNYN7ZV0C9VC2P04&hash=item538f9d007c:g:s2gAAeSwNKlqXqFf&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LurAmHVdTAHcO7Icnlh0HL9iHNgqqZ%2BH9pPuqXc5H85Jgz1xJutpe%2Fi7r7Ald%2BcInYnUhQtblLyF8dDGOZ40kcxpxxA5szYEZwBqGnbAovBlk6sZcqxPa05CZPXWJGgpL628iinhbb5E4B2gqdoxaLW3KgUPvZS3CGfkC7bFEd0fkm5GAeZv6FdFKKzk17U24m7ezPehk4lYarIdVPImxlKeK02yz3nNJKbmHuD%2BkIddwQ%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"Samsung - Galaxy Book6 - Copilot+ PC - 16"" IPS LED Touch Screen Laptop - Inte...",$799.99,https://www.ebay.com/p/22096750948?iid=198221149565,https://www.ebay.com/b/Laptops-Netbooks/175672
New ListingMSI Venture 16 AI Touchscreen Laptop Intel Core Ultra 9 285H 32GB RAM 1TB SSD (A,$699.80,https://www.ebay.com/p/17088006665?iid=318713086021,https://www.ebay.com/b/Laptops-Netbooks/175672
Panasonic Let's Note CF-SX2 Intel Core i5 SSD 128GB GB 8GB Used w/AC From JP,$119.00,https://www.ebay.com/itm/358519502389?itmmeta=01KZTGPFJW2MRNVHBXZTW2F96J&hash=item53796d7635:g:Ls8AAeSwbyJqKzvm&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LuoFcHrH1jhlxOyT6EwLFSmaHXpJFZHOmUrq%2BClMkUoK8%2B%2BuHb4ZMdgArUn0Qxug1dAyUaCD9o%2BinrGIbmn8I43Syw7ETN92bzy40t4vyAqHcRpU2RyaHO87GcTY0wuZqmxSqEsNnhEY1aHGSIqlOJWt55M6ie1cpiJNAMX1vzqI7wA3dpH6WI7g%2FOrU811DCX3H78qb26F8LZSkp5WC2ZejSov2dSGTTNiRSz60pieHjQ%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"GIGABYTE - AERO X16 - Copilot+ PC - 16"" 2560×1600 WQXGA AMD Ryzen Al 7 350 - ...","$1,499.99",https://www.ebay.com/itm/326677332189?itmmeta=01KZTGPFJW2YX7VJN6JG95TJ7J&hash=item4c0f7c80dd:g:ZokAAeSwgsZqfB5i&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4Luq2tAcyBCaJeJDGJgICJ4PgQ3UTXALgYuoKczTVidS0pZ76SxEFQUEjnUL6mON47VuyNOBidOfHzCvFX6swbtQePo9JcEksgC5uATqdlXTK8Vsdj7qd6GgVLnDt5jyYbPqweWI%2BxXAweIgSvESW7ZlgpLWO4FnKqDM9Fps3o4neA5nwo3vZfpU6ZUzvitspGCTnyMCu9NtkZpNoz%2BQ5dIG%2BVK75WuCBe4MwyNxtuJri%2FQ%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"Dell - 15.6"" 2K Touchscreen Laptop - Intel 13th Generation Core i5 1334U 2023...",$499.99,https://www.ebay.com/itm/327040073765?itmmeta=01KZTGPFJWXYYPM5K5YBJFXKEQ&hash=item4c251b8025:g:tCYAAeSwfwRqbkVo&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4Luq8RBjyPOli7X%2BSEDedybuDxL2szISJfHMZQwiTlEW%2BwOjt9Eod03OFMd6EmsntzfMipiVoAmdjjxzsyGCnSi8mvyZf%2FzdNp5UveXjwVsTS0ZrdnlLDuL0f5%2FirbBWR07wQqJgtPEeHTEWUIZythloHdIYD2DvPPPrrNjqa45t64b2JHfApTN7jmMfveqmcjy%2BwgmZpNrRhOeuYRaJ6o4%2BAZNSfYOwtEN0zGqFOVGb2YA%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"HP 17.3"" FHD AMD Ryzen 5 7430U AI Laptop 8GB RAM 256GB SSD Natural Silver",$429.99,https://www.ebay.com/itm/295907273733?itmmeta=01KZTGPFJWQN1Q3PCPFV5C0WMM&hash=item44e572ac05:g:uNwAAeSwpIVonhgB&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LupN5nmK7dTps2ZY8V4GVnt073V%2Fdf1cOWmp5QtDtKg%2FVLnGrFV4Q6QMWk3T3E8uIi%2F5CYPeT4fP33ean7qd34gaVbWVY8t6JLJ3cQ83kAWCQ0QnP2eIAjwpvXgfJjKcA3GYerTILGrbX2IaiHQwlpyvX7VtkPvtnvClA08pgpKDYlkj4WmNDaGU7L9z3VGO4aJqI2zVDL79xg%2FsrTLEdnIu2Hlr%2Fu5xlidJqKpkiWHNIw%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"Dell - XPS 13.4"" 3K Touchscreen Laptop - Intel Core 5 Series 3 320 2026 - 16G...",$899.99,https://www.ebay.com/itm/327296803592?itmmeta=01KZTGPFJW8WQTQVE29GYB3FC0&hash=item4c3468e308:g:o6cAAeSwIVVqexUj&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LuocDX7KgLv%2BSSStt91dfpfu28NRo5wDFNw7QSYjaRakGLywSKvO76ZDkkFmSD0x5gx4HrY2FIA%2FSkkQ6EdwhrIplm%2BMDTKcmkhvpyqfYbE5uZa6zAYVsri%2Fh04%2FOjQqZSsE54QBmB9llKUe4%2BPNwal%2FWt5RrQxu0moB0NtsW%2BfdhCuQQgwGeAKh2uxhv8OEp9QqVFJoBdfSKvfhREeNStDk%2Bfahg0qADyU1rrxRDQQ%2BRA%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"New ListingLenovo ThinkPad E14 6th 14"" ryzen 7 7735u 2.7ghz 16gb ram 1tb ssd w11p PF5AH380",$429.99,https://www.ebay.com/itm/178398891765?itmmeta=01KZTGPFJWH9D6ZSQ0DBHPPS9W&hash=item2989670ef5:g:xD4AAeSw7DdqfCIn&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Lupfs4NsKxj82O%2B3iOtkX4leh508dEx9n5QC%2FSLrgh9RLVL%2Br6kiD40yPaLIXub4zaOaXIFtWoOd5AP%2BW3M%2B%2BsODg4OLF7QvhjADkRLmBBpn2KnCldITh%2BbbgruA5j5J4hCe9%2F8MpfYFH0Lx4HTz02aNdGjI9LhChLVJKx83rJvQDDpNAnB5MSdbLmThK0LMjVAP%2B4ANPK0WD88KMZg50Knb%2BcCLOuDwBpcyE0XabEQAKwFQrGMJnVvpJPRQdj1NZGqZhLuoe46nnp674uztGPXw%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
"Acer Aspire 14"" AI Copilot+PC Laptop Core Ultra 5 226V Gen 4 ARC 16GB 1TB Refurb",$499.99,https://www.ebay.com/itm/257213743386?itmmeta=01KZTGPFJXEWB5Y5E87SFDC3WB&hash=item3be322411a:g:MfgAAeSwyRFqefr8&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LupQLXRiTGLH7Ln4j%2BVoSPRoeb5LFvA3gR8%2B%2FPDh%2BVpwEYDeYrBfUuVox0U2j4ir1ExxgEJeFJ6lckVlmxlDmXD%2Ff4fjNnmS88OY32RD6ctXyUQOv9i1VSvkMwf00fBcsRDdedyzPnNrEflEwVgQ7K2E8zEI1j6Uv64ToiVjXeZdyz9pMz2dBur%2FrPLJuw8CIzyhPKT46AY8N8x6Js2wZc96ZwvqEyhnFeOs%2BNDevukorQ%3D%3D%7Ctkp%3ABk9SR8z52dD-Zw,https://www.ebay.com/b/Laptops-Netbooks/175672
Apple Macbook Air 13.3-Inch 1.8GHz i5 8GB 128GB-256GB Monterey OSX,$199.00 to $219.00,https://www.ebay.com/itm/256554492551?itmmeta=01KZTGPFJXTG80PC79RZGNXAMY&hash=item3bbbd6e287:g:xmsAAOSwKLBme4hI&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuqKL8YpjtcLpmFe46fcGYsjSmtP6IxlOT%2FKej46mI%2Fw4ruRodYtiRyvPUIw%2BP14TYHCJdEQD0dcKA1sjqFiz2Kpiq74WXLBQDRnaF9CWQoQX9WrL%2BgQlRF2LwF73TxYLb5lGCjx4%2Bmn2WxwgHW3tuO%2B1g35Pck1Qn9jUfOTBXb9UDPV5MsN7TI4fuAIzNXE3NEVavBtH9WACGSufrtwuy5SY6VB7eAOQ4mWIVpH9BVzNKkU3tuENP6ArjEBWLUdMVI0nVDywNG7f8Ou2tRZaJPt%7Ctkp%3ABFBMzPnZ0P5n&var=556794471905,https://www.ebay.com/b/Laptops-Netbooks/175672
"Dell Latitude 5330 2-in-1 Touch Laptop 13.3"" Core i5 8GB RAM 256GB SSD Win 11",$272.66,https://www.ebay.com/itm/256496543516?itmmeta=01KZTGPFJX2STXC1X4GE95EA48&hash=item3bb862a71c:g:M9kAAeSwtD9qcsa1&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuoZy%2BMFqbx5IHV45rkPYk7ItC91c8LQepKvXUGBylRdObXQdwjBZkpsBm2Cb9QphJP7gX0emkXvy6mN%2Bc2FoEfDV%2BGYWY6PDtl4oUph%2Fx3yqjarqLuSAJYiAujsRNkeAn0WVvF3zqeF%2BGeKD358nCgxRYHgm4Sy8ydJMJ4CJ9RwYXspzz%2B%2FTsBlbJxC6ymfA19%2FXHMQ%2BXN60UrF9YEVRHwK9SRu64P2Hs1HAS9YMcYtOekoNWndROiw4p0qmw8f4rNjStrXkWyFKefV2i5SA0Nw%7Ctkp%3ABFBMzPnZ0P5n,https://www.ebay.com/b/Laptops-Netbooks/175672
Dell Latitude D600 Pentium 512mb RAM 30GB HDD Windows XP Parallel Port,$195.00,https://www.ebay.com/itm/324681069150?itmmeta=01KZTGPFJXPWRGY03CPCWJDV7N&hash=item4b987ff25e:g:b~oAAOSwEalhOLiP&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuqyOv%2BzS8%2Biy9R6euudoV9Q%2B9AahVwhDsgCCakZuWwtfS74bSY4zTC%2FAWLp9uCTs5%2BTB5kmYOvkGqzmrBx5B9GsmQOOc7DyqfRGZ66mGLQBRWmUZ2Jp9rASlSNgF3iaIdqR05saETBWc6UQa%2Baj2MM7Uu6scSilddWZuJe02paPw5W8hEHk4ucgt%2FRrd9k%2BsrH0pcjramA8BVz6h57OqIFLeBNE83evO1uoS8uhdZmUeqXF1AxaPcBOIES6dQ6IcVDj9uOEIgo7EGojmWHm%2BcXJ%7Ctkp%3ABFBMzPnZ0P5n,https://www.ebay.com/b/Laptops-Netbooks/175672
